Series;Episode;Character;Phrase
3;14;Sheldon; Unit cell contains two carbon atoms. Interior angle of a hexagon is 120 degrees.
3;14;Howard; Have you tried rebooting him?
3;14;Leonard; No, I think it’s a firmware problem.
3;14;Raj; Hey, it’s Disco Night at the Moonlight Roller Rink in Glendale tonight. Who’s up for getting down?
3;14;Howard; Oh, that’s perfect. Bernadette’s been hocking me to take her roller skating.
3;14;Leonard; I think Penny likes to skate. The four of us could double.
3;14;Howard; What could be better? We’re in.
3;14;Raj; Great. It’s not like I brought it up because I wanted to go.
3;14;Howard; You can come with us.
3;14;Raj; No, it’s okay. I don’t have to go. I’m happy just to guide you and your ladies to suitable entertainment choices. I’m a walking brown Yelp.com.
3;14;Sheldon; Structure, constant structure. One atom…
3;14;Howard; Boy, he’s really gone, isn’t he?
3;14;Leonard; Yeah, this morning he used a stick of butter as deodorant.
3;14;Howard; I thought I smelled popcorn.
3;14;Sheldon; Pattern is the same as fermions, travels on the pathways, hexagonal, it’s always hexagonal…
3;14;Leonard; I haven’t seen him this stuck since he tried to figure out the third Matrix movie.
3;14;Raj; Hey, those are my lima beans!
3;14;Sheldon; Not lima beans, carbon atoms.
3;14;Raj; But if I don’t eat my lima beans, I can’t have my cookie.
3;14;Leonard; Here, you want my peas?
3;14;Sheldon; Peas! Perfect, they can be electrons.
3;14;Howard; Want my corn?
3;14;Sheldon; Don’t be ridiculous. What would I do with corn?
3;14;Leonard; So roller skating, should we all grab a bite to eat first?
3;14;Howard; Good. P.F. Chang’s? My mom has coupons.
3;14;Leonard; Great. Your mom’s not coming, right?
3;14;Howard; Not this time, I promise.
3;14;Raj; Okay, just to be clear, roller skating was my idea, and I’m very unhappy that you turned it into a double date, and I hope you both fall on your asses and break your coccyxes.
3;14;Sheldon; The plural of coccyx is coccyges.
3;14;Raj; Screw you. Give me back my lima beans.
3;14;Scene; The stairwell.
3;14;Bernadette; Oh, my God, have you ever been so embarrassed?
3;14;Penny; Not recently.
3;14;Bernadette; I don’t know which was lamer, their roller-skating or their disco dancing.
3;14;Penny; For me, the worst part was when people saw us leave with them.
3;14;Leonard; You had some nice moves out there, Howard.
3;14;Howard; Thanks. You, too.
3;14;Leonard; Yeah. Did you notice all the people looking at us?
3;14;Howard; Not really. I was in my boogie zone.
3;14;Bernadette; When Howard tried to do the splits…
3;14;Penny; Shh.
3;14;Leonard; Sorry. I’m moving a little slow. I think I bruised my coccyx.
3;14;Penny; Oh, poor baby.
3;14;Leonard; Don’t tell Koothrappali. After you.
3;14;Penny; Oh, what a gentleman. Hey, Sheldon. (Steps on marbles which are all over the floor, screams and falls)
3;14;Leonard; Oh, my God! Are you… (falls as well)
3;14;Sheldon; Good Lord! You’re ruining everything!
3;14;Penny; Oh, damn.
3;14;Leonard; Are you okay?
3;14;Penny; Do I look okay?
3;14;Leonard; Don’t bark at me. I fell, too.
3;14;Penny; Oh, you’ve been falling all night. You’re used to it.
3;14;Howard; Sheldon, what the hell are you doing?
3;14;Sheldon; The same thing I’ve been doing for three days. Trying to figure out why electrons behave as if they have no mass when travelling through a graphene sheet.
3;14;Bernadette; With marbles?
3;14;Sheldon; Well, I needed something bigger than peas, now, didn’t I?
3;14;Bernadette; Sheldon, when was the last time you got any sleep?
3;14;Sheldon; I don’t know, two, three days. Not important. I don’t need sleep, I need answers. I need to determine where in this swamp of unbalanced formulas squatteth the toad of truth.
3;14;Penny; Toad of truth? Is that a physics thing?
3;14;Leonard; No, that’s a crazy thing.
3;14;Bernadette; Okay, Sheldon. What happens to our neuroreceptors when we don’t get enough REM sleep?
3;14;Sheldon; They lose their sensitivity to serotonin and norepinephrine.
3;14;Bernadette; Which leads to…?
3;14;Sheldon; Impaired cognitive function.
3;14;Bernadette; Right, so march in there, brush your teeth and go to bed.
3;14;Sheldon; But I don’t want to go to bed.
3;14;Bernadette; I’m going to count to three. One…
3;14;Sheldon; Oh, all right.
3;14;Leonard; That was amazing how you handled him.
3;14;Bernadette; I know how to deal with stubborn children. My mother used to run an illegal day care centre in our basement.
3;14;Scene; Leonard’s bedroom.
3;14;Penny; Leonard, you’re… you’re giggling in your sleep.
3;14;Leonard; It’s not me, it’s my new ringtone. The Joker from Batman.
3;14;Penny; Well, it creeps me out.
3;14;Leonard; Me, too, but I paid three bucks for it.
3;14;Penny; Just answer the phone.
3;14;Leonard; Hello. Yeah, I’m Leonard Hofstadter. Yeah, yeah, he’s my roommate. Oh, God, is he okay? Yeah, alright, alright, I’ll be right there.
3;14;Penny; What happened?
3;14;Leonard; Sheldon’s escaped and is terrorizing the village.
3;14;Penny; Okay. Have fun.
3;14;Scene; A children’s play area.
3;14;Leonard; Hi. I’m Dr. Hofstadter. Where is he?
3;14;Security Guard; Ball pit.
3;14;Leonard; Thanks for not calling the cops.
3;14;Security Guard; Oh, hey, it’s no big deal. My sister’s got a kid who’s special.
3;14;Leonard; Yeah, well, he’s extra special. Hey, Shelly. What you doing?
3;14;Sheldon; Size ratio was all wrong. Couldn’t visualize it. Needed bigger carbon atoms.
3;14;Leonard; Sure, sure. How did you get into this place?
3;14;Sheldon; Back door has a five-pin tumbler system, single-circuit alarm. Child’s play. You can start sorting protons and neutrons while I build carbon atoms.
3;14;Leonard; No, I don’t think so. We need to go home now.
3;14;Sheldon; But I’m still working.
3;14;Leonard; If you don’t come out of there, I’m going to have to drag you out.
3;14;Sheldon; You can try, but you’ll never catch me. (He disappears under the balls)
3;14;Leonard; For God’s sakes. Sheldon, come here!
3;14;Sheldon; Bazinga. (Disappears, pops up in another place) Bazinga. (And again) Bazinga. (And again) Bazinga. (And again) Bazinga.
3;14;Scene; Leonard’s bedroom. Sheldon is standing over their bed. He knocks on the wall. 
3;14;Sheldon; (Knock, knock, knock) Leonard and Penny. (Knock, knock, knock) Leonard and Penny.
3;14;Leonard; What! What, what, what?
3;14;Sheldon; (Knock, knock, knock) Leonard and Penny. 
3;14;Leonard; What?
3;14;Sheldon; I have good news.
3;14;Leonard; And you had to barge in here and wake us up in the middle of the night?
3;14;Sheldon; Your cell phone was off.
3;14;Leonard; Because we didn’t want to be disturbed.
3;14;Sheldon; And that didn’t work out, did it?
3;14;Penny; Sheldon, what do you want?
3;14;Sheldon; I came to tell you I’ve got the answer.
3;14;Leonard; Really? You figured out the graphene problem?
3;14;Sheldon; No, no, I’m still hopelessly stuck on that, but I figured out how to figure it out.
3;14;Penny; Hey, you know what, Leonard, I know I said I could handle your roommate, but I was wrong. We’re going to have to break up.
3;14;Leonard; What are you talking about?
3;14;Penny; Oh.
3;14;Sheldon; Einstein.
3;14;Leonard; Yeah, I’m going to need a little more.
3;14;Sheldon; Albert Einstein.
3;14;Leonard; Keep going.
3;14;Sheldon; When Albert Einstein came up with special relativity, he was working at the patent office.
3;14;Leonard; So, you’re going to go work at the patent office?
3;14;Sheldon; Don’t be absurd. That’s in Washington. You know I could never live in a city whose streets are laid out in a wheel-and-spoke pattern. No. I’m going to find a similarly menial job where my basal ganglia are occupied with a routine task, freeing my prefrontal cortex to work quietly in the background on my problem.
3;14;Leonard; Sounds like a great plan.
3;14;Sheldon; Of course it is. Even talking to you is sufficiently menial that I can feel the proverbial juices starting to flow.
3;14;Leonard; Okay, well, thanks for sharing with us. Good night.
3;14;Sheldon; You’re welcome. Good night to you, too. Oh, by the way, I was watching you sleep for a moment, and I noticed that your snoring seems to be worse when you’re on your back.
3;14;Penny; Leonard doesn’t snore.
3;14;Sheldon; No, I wasn’t talking to Leonard.
3;14;Leonard; Told you.
3;14;Scene; An employment office
3;14;Employment Office Assistant; So, Mr. Cooper, you’re looking for a job.
3;14;Sheldon; A menial job. Like yours.
3;14;Assistant; Why, thank you for noticing. I’m Menial Employee of the Month. Do you have a particular field in mind?
3;14;Sheldon; I do. For thousands of years, the lowest classes of the human race have spent their lives labouring to erect monuments under the lash of their betters, until finally they dropped down and became one with the dust through which they trudged. Do you have anything like that?
3;14;Assistant; No.
3;14;Sheldon; Shouldn’t you check your database?
3;14;Assistant; No.
3;14;Sheldon; You didn’t really type.
3;14;Assistant; I didn’t really have to. So, how about construction?
3;14;Sheldon; Oh, that would be good! Sawing, hammering, eating out of a lunch pail as my working-class fellows and I sit perched precariously on a girder high above the metropolis.
3;14;Assistant; No, no. This is putting up sheetrock at a housing project in Rosemead.
3;14;Sheldon; I could do that.
3;14;Assistant; Good.
3;14;Sheldon; One question.
3;14;Assistant; Yes?
3;14;Sheldon; What’s sheetrock?
3;14;Assistant; Moving on. How about doing deliveries for a florist?
3;14;Sheldon; That seems acceptable.
3;14;Assistant; Do you have your own car?
3;14;Sheldon; I don’t drive.
3;14;Assistant; Of course you don’t. Mr. Cooper, let me just ask you a question. What was your last job?
3;14;Sheldon; Senior theoretical particle physicist at CalTech, focusing on M theory, or, in layman’s terms, string theory.
3;14;Assistant; I see. Just give me a second. Security!
3;14;Scene; The Cheesecake Factory.
3;14;Penny; Okay, I’ll get those drinks started for you.
3;14;Sheldon; Behind you.
3;14;Penny; Sheldon, what the hell are you doing?
3;14;Sheldon; I’m trying to get these tables cleared. We’re slammed.
3;14;Penny; No, wait, wait, no, wait. Wh.. what are you doing here?
3;14;Sheldon; A reasonable question. I asked myself, what is the most mind-numbing, pedestrian job conceivable, and three answers came to mind, uh, toll booth attendant, an Apple Store genius, and what Penny does. Now, since I don’t like touching other people’s coins, and I refuse to contribute to the devaluation of the word genius, here I am.
3;14;Penny; You just, you just walked in and they hired you, just like that?
3;14;Sheldon; Oh, heavens, no. Since I don’t need to be paid, I didn’t need to be hired. I simply came in, picked up a tray, and started working for the man. Let me get that plate out of your way.
3;14;Penny; Sheldon, this is ridiculous.
3;14;Sheldon; Is it? Just a moment ago I had a minor epiphany regarding the polymer degradation phenomenon while scraping congealed nachos off a plate. Bernadette, table 10 wants their check.
3;14;Bernadette; Thanks, Sheldon.
3;14;Penny; Sheldon, wait, this isn’t even what I do. I’m a waitress, not a busboy.
3;14;Sheldon; You’re right. That is more menial. Hello, I’m Sheldon. I’ll be your server today. I don’t recommend the salmon. I saw it in the kitchen.
3;14;Scene; The same, later.
3;14;Sheldon; All right, one bacon cheeseburger, breaking two Jewish dietary restrictions simultaneously, kudos. Beer-battered fish and chips. Now, here’s your tartar sauce. I also brought you salsa. It’s a little unconventional, but I think you’ll like it. It’s zingy. And for you, Factory Burrito Grande, no cheese, no sour cream, no ugly consequences from your lactose intolerance. Bon appétit.
3;14;Leonard; Hang on. Black beans, not pinto beans?
3;14;Sheldon; Yes.
3;14;Leonard; Double guacamole?
3;14;Sheldon; Of course.
3;14;Leonard; No cilantro?
3;14;Sheldon; Nope.
3;14;Leonard; Lettuce shredded, not chopped?
3;14;Sheldon; Yep.
3;14;Leonard; You understand why I’m doing this to you?
3;14;Sheldon; I do.
3;14;Leonard; That’ll be all. That was fun.
3;14;Raj; How long can he keep this up?
3;14;Leonard; I heard about this professor at MIT who melted down, bought a van, and spent the rest of his life as a mobile dog groomer.
3;14;Raj; He never went back to the university?
3;14;Leonard; Only to shampoo Professor Chambourg’s shih tzu.
3;14;Raj; Sheesh.
3;14;Howard; I bet if we all chipped in, we could buy Sheldon a van.
3;14;Raj; But he’s afraid of dogs.
3;14;Leonard; Yeah, that’s the only thing wrong with that plan.
3;14;Penny; Hey, guys, sorry you had to wait, but we are swamped. What’s this?
3;14;Leonard; Sheldon took our order.
3;14;Penny; Sheldon doesn’t work here.
3;14;Leonard; Well, honey, not to complain, but we were starting to think you didn’t either.
3;14;Sheldon; Is that really necessary? Good Lord. The interference pattern in the fracture. The motion of the wave through the molecular structure. I’ve been looking at it all wrong. I can’t consider the electrons as particles. They move through the graphene as a wave. It’s a wave! The moment to applaud would be now. Troglodytes.
3;14;Penny; Sheldon, where are you going? Aren’t you going to clean this up?
3;14;Sheldon; I’m sorry. I don’t work here.
3;14;Scene; The roller disco. 
3;14;Howard; Happy now?
3;14;Raj; I’m on a cloud. Swing me. (Howard swings Raj several times.)
3;14;Scene; The ball pit, presumably earlier. 
3;14;Leonard; Sheldon, come here.
3;15;Scene; The university cafeteria.
3;15;Howard; Yeah, I miss you, too, sweetie. Listen, I got to go, but I’ll see you tonight? Okay. Bye-bye. Yeah, bye-bye. No, you hang up first. Hello?
3;15;Raj; Dude, I’m glad you finally got a girlfriend, but do you have to do all that lovey-dovey stuff in front of those of us who don’t?
3;15;Sheldon; Actually, he might have to. There’s an economic concept known as a positional good in which an object is only valued by the possessor because it’s not possessed by others. The term was coined in 1976 by economist Fred Hirsch to replace the more colloquial, but less precise neener-neener.
3;15;Howard; That’s not true. My happiness is not dependent on my best friend being miserable and alone.
3;15;Raj; Thank you.
3;15;Howard; Although, I’d be lying if I said it wasn’t a little bit of a perk.
3;15;Leonard; Who’s miserable and alone?
3;15;Raj; Me.
3;15;Leonard; Oh. I used to be like that. Then I got a girlfriend.
3;15;Sheldon; In pre-1976 terms, neener-neener.
3;15;Leonard; Hey, what are you and Bernadette doing for your first Valentine’s Day?
3;15;Howard; Yeah, I am pulling out all the stops. There’s a $39.95 lover’s special at P.F. Chang’s. Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front.
3;15;Sheldon; Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn’t a more appropriate celebration of the evening be taking one’s steady gal to witness a brutal murder?
3;15;Howard; I understand your point, but given a choice, Jews always go with Chinese food.
3;15;Raj; Well, if anyone’s interested, I’ll be spending this Valentine’s Day the same way I spend every Valentine’s Day. Buying a rotisserie chicken from the supermarket, taking it home, standing over the sink and eating it out of the package with my bare hands like an animal.
3;15;Leonard; Okay, so to sum up: one giant marble horse, one asinine comment, one lonely man and his chicken. And let’s see, who’s left? Oh, that’s right. My plans. Isn’t anyone going to ask?
3;15;Raj; Fine, tell us you’re going to have sex with Penny.
3;15;Leonard; That’s not what I was going to tell you.
3;15;Raj; It’s okay. I don’t mind hearing about your sex life. It’s his that bugs me.
3;15;Leonard; Guess who the university is sending to Switzerland to attend a conference and see the CERN supercollider on February 14?
3;15;Sheldon; Professor Norton, although, God knows why. He hasn’t published anything of note since he won that Nobel Prize.
3;15;Leonard; Actually, Professor Norton can’t make it. He threw his back out rock climbing.
3;15;Howard; I heard he threw his back out climbing on his new girlfriend.
3;15;Raj; The big-boobed weather girl on Channel 2?
3;15;Howard; That’s the one.
3;15;Leonard; In any case, they’re asking me to fill in for him.
3;15;Sheldon; In Switzerland or with the big-boobed weather girl?
3;15;Leonard; Switzerland. And I get to bring a guest!
3;15;Howard; Oh, man!
3;15;Raj; No way, dude!
3;15;Sheldon; This is incredible! I’m so happy, I’m not even going to question their judgment in picking you. I’m just going to run home and start packing.
3;15;Raj; Why wouldn’t you take Penny?
3;15;Leonard; I am taking Penny.
3;15;Raj; Oh. Well, then I anticipate an awkward situation when you get home.
3;15;Scene; Sheldon’s bedroom. 
3;15;Leonard; Sheldon, you got a minute?
3;15;Sheldon; Of course, my good friend. Come in. Help me out, which ski hat says après supercollider?
3;15;Leonard; Sheldon, I’m not taking you to Switzerland.
3;15;Sheldon; Well, of course you are. Who else would you take?
3;15;Leonard; Penny.
3;15;Sheldon; What? That’s absurd. Penny has no interest in subatomic particle research.
3;15;Leonard; Yes, but it’ll be Valentine’s Day. We can go sightseeing and skiing and make love in front of a roaring fire in the shadow of the snowcapped Alps.
3;15;Sheldon; But Penny has no interest in subatomic particle research.
3;15;Leonard; I’m sorry, Sheldon.
3;15;Sheldon; Sorry? I’ve been dreaming about going to the Large Hadron Collider since I was nine years old.
3;15;Leonard; Yeah, well, I’ve been dreaming about spending Valentine’s Day with a girl since I was six.
3;15;Sheldon; Shame on you! That’s no dream for a scientist!
3;15;Scene; The apartment.
3;15;Penny; Okay, what’s the big surprise?
3;15;Leonard; Just a minute. This tray contains clues as to what you and I are going to be doing on Valentine’s Day.
3;15;Penny; Oh. Wow. Okay. Let’s see. We’ve got, uh, milk chocolate, Swiss cheese, fondue. My lactose-intolerant boyfriend is going to eat all this, then I’m going to climb on his back and rocket to the moon?
3;15;Leonard; No. But it does involve air travel. Okay, um, let me slice this Swiss cheese with my Swiss army knife, and then you can wash it down with a cup of Swiss Miss instant cocoa.
3;15;Penny; Okay, I’m starting to think Swiss is key here.
3;15;Leonard; Uh-huh.
3;15;Penny; We’re going to Disneyland and ride the Matterhorn?
3;15;Leonard; How does that involve air travel?
3;15;Penny; We’re going to Disney World and ride the Matterhorn?
3;15;Leonard; No.
3;15;Penny; Okay, sweetie, this started out fun, but I’m over it.
3;15;Leonard; We’re going to Switzerland to see the CERN supercollider! And ski. We’ll also go skiing.
3;15;Penny; We’re going skiing in Switzerland?!
3;15;Leonard; Well, you’ll ski, I’ll fall, but, yeah, we will be in Switzerland for Valentine’s Day.
3;15;Penny; Oh, my God, Leonard! That’s incredible!
3;15;Sheldon; Not so fast. You might want to hold off on lighting your rabeliechtli, Penny.
3;15;Penny; My Rabe-what-ly?
3;15;Sheldon; Rabeliechtli. It means turnip light and refers to a traditional lantern hand-carved from a root vegetable and used to celebrate certain Swiss festivals. Which you will not be celebrating because, A, these festivals occur in the fall, and B, you will not be going to Switzerland.
3;15;Leonard; Sheldon, we’ve been through this. I’m taking Penny.
3;15;Sheldon; Afraid not. Do you recognize this?
3;15;Leonard; Not the roommate agreement.
3;15;Sheldon; Indeed, the roommate agreement. I call your attention to the Friendship Rider in Appendix C, Future Commitments. Number 37, in the event one friend is ever invited to visit the Large Hadron Collider, now under construction in Switzerland, he shall invite the other friend to accompany him.
3;15;Leonard; Oh, for God’s sakes.
3;15;Penny; You actually put that in an agreement?
3;15;Leonard; Yeah. We also put in what happens if one of us wins a MacArthur Grant, or if one of us gets superpowers, or if one of us is bitten by a zombie.
3;15;Sheldon; He can’t kill me, even if I turn.
3;15;Penny; Is there anything in there about if one of you gets a girlfriend?
3;15;Sheldon; No, that seemed a little farfetched.
3;15;Leonard; Sheldon, do you really expect to enforce this?
3;15;Sheldon; I’ve lived up to all my commitments under the agreement. At least once a day I ask how you are, even though I simply don’t care. I no longer stage spontaneous biohazard drills after 10 pm And I abandoned my goal to master Tuvan throat singing.
3;15;Penny; Okay, I know I shouldn’t ask, but what is…?
3;15;Leonard; No.
3;15;Sheldon; I’d be much further along if I’d been allowed to practice.
3;15;Leonard; Look, Sheldon, I know it’s in the agreement, and if you turn into a zombie, I promise I will not kill you. In fact, I’ll even let you eat my brains. But I am taking Penny to Switzerland.
3;15;Sheldon; Is that your final decision?
3;15;Leonard; It is.
3;15;Sheldon; Very well.
3;15;Penny; It’s not over, is it?
3;15;Leonard; What do you think? (The sound of Tuvan throat singing comes from Sheldon’s bedroom.)
3;15;Scene; Leonard’s car.
3;15;Leonard; Got a bit of traffic this morning, huh? Think it’s gonna rain? Instead of underpants, I covered my crotch with potato salad this morning. Thoughts? Okay, I know what’ll cheer you up, let’s play one of your driving games.
3;15;Sheldon; All right. This game is called Traitors. I will name three historical figures, you put them in order of the heinousness of their betrayal. Benedict Arnold, Judas, Dr. Leonard Hofstadter.
3;15;Leonard; You really think I belong with Benedict Arnold and Judas?
3;15;Sheldon; You’re right. Judas had the decency to hang himself after what he did.
3;15;Leonard; Come on, Sheldon. Can’t you at least try to understand how much this means to me?
3;15;Sheldon; Round two, Leonard Hofstadter, Darth Vader, Rupert Murdoch.
3;15;Leonard; Rupert Murdoch?
3;15;Sheldon; He owns Fox, and they cancelled Firefly. Hint, he and Darth Vader are tied for number 2.
3;15;Scene; The university cafeteria. 
3;15;Howard; I’m sorry I couldn’t hang with you last night. I had a date with Bernadette.
3;15;Raj; I know. I saw the Tweet.
3;15;Howard; So, what did you end up doing?
3;15;Raj; Not much. Nuked a burrito. Prayed to the Hindu god Urvashi that your bowels would loosen and your penis would droop like a willow tree.
3;15;Leonard; You seen Sheldon?
3;15;Raj; No. Is he still mad about the supercollider?
3;15;Leonard; Yeah. He thinks I betrayed him. I mean, come on, what would you guys do if you were me?
3;15;Howard; I’d take Sheldon to Switzerland.
3;15;Leonard; Seriously?
3;15;Howard; Absolutely. And I’d leave him there. (Sheldon enters, puts a tray in front of Leonard, and exits.)
3;15;Raj; What the hell is that?
3;15;Leonard; Uh, let’s see. Yup, 30 pieces of silverware.
3;15;Scene; Leonard’s bedroom.
3;15;Sheldon; Morning, old chum.
3;15;Leonard; What’s going on?
3;15;Sheldon; I’ve made you breakfast. Juice, coffee, and pancakes in the shape of some of your favorite fictional characters. See, here’s Frodo.
3;15;Leonard; You made Frodo pancakes?
3;15;Sheldon; Yeah, I used coconut shavings to do the hair on his feet. If you need to void your bladder before eating, I can keep them warm with this beret that I thoroughly laundered and pressed into service as a pancake cosy.
3;15;Leonard; Why are you doing this?
3;15;Sheldon; It’s by way of an apology for my recent behaviour. I’ve had some time to reflect and I’ve come to realize that friendship is not an aggregation of written agreements. It’s a result of two people respecting and caring for each other. Butterscotch scone?
3;15;Leonard; Thanks. It’s good.
3;15;Sheldon; What you’re tasting is respect and affection. And about a pound of Crisco. After you’ve finished breakfast, I thought we could spend the day watching the final season of Babylon 5 with director commentary.
3;15;Leonard; You hate Babylon 5.
3;15;Sheldon; I do. It fails as drama, science fiction, and it’s hopelessly derivative. But you like it, and you’re my friend.
3;15;Leonard; Okay, great. Still not taking you to Switzerland.
3;15;Sheldon; Drat. No Frodo for you.
3;15;Scene; The laundry room.
3;15;Sheldon; Hello.
3;15;Penny; Hello.
3;15;Sheldon; Alright, let’s dispense with the friendly banter, I believe you know why I’m here.
3;15;Penny; Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.
3;15;Sheldon; Yes, amusing. Extraordinary intelligence might well appear extraterrestrial to you, but let me be more specific. I believe you know why I’m here in the laundry room.
3;15;Penny; Better acoustics for your throat singing?
3;15;Sheldon; It’s actually not bad. But my true purpose in being here will be revealed in this brief PowerPoint presentation. Lights. Why Sheldon Cooper, PhD, should go to Switzerland to see the CERN supercollider. A PowerPoint presentation by Sheldon Cooper, PhD.
3;15;Penny; Oh, for God’s sakes.
3;15;Sheldon; Here we have a highly gifted researcher in the field of particle physics whose work has brought him to the precipice of forever changing mankind’s understanding of the universe. AKA me. And here we have a waitress brushing her teeth with her finger. AKA you.
3;15;Penny; I’m sorry. Is this supposed to be buttering me up?
3;15;Sheldon; Please hold all questions to the end of the presentation. This is the Large Hadron Collider at CERN in Switzerland, the product of decades of planning and construction. It is a Mecca for physicists the world over. This is Bath and Body Works on Colorado Boulevard. They sell scented soaps and lotions, some of which contain glitter. Now, let’s see if we can match the individual to the appropriate destination.
3;15;Penny; Okay, show’s over.
3;15;Sheldon; No, it’s not. I’ve got five more slides.
3;15;Penny; Sheldon, this is Leonard’s decision. He invited me to Switzerland, and I intend to go.
3;15;Sheldon; Very well. Enjoy yourself. You’re going to be in the presence of something that I’ve dreamed of seeing for decades. I just hope you’ll be able to appreciate the magnitude of where you are and what it represents.
3;15;Penny; I’ll talk to Leonard.
3;15;Sheldon; You will?
3;15;Penny; Yes. If it means that much to you, you should go.
3;15;Sheldon; Oh, Penny, thank you!
3;15;Penny; You’re welcome.
3;15;Sheldon; Since I rarely hug, I’m relying on your expertise regarding duration.
3;15;Penny; I think we’re there.
3;15;Sheldon; Oh, good. Bye-bye.
3;15;Scene; The apartment.
3;15;Raj; You know what? Even though I don’t have a girlfriend, I can still have a good time on Valentine’s Day.
3;15;Howard; Trust me, you can’t. I’ve tried.
3;15;Raj; No, no, no, I’m going to have a me day. First I’m going to go to one of those spas in Koreatown, take a steam and get a massage. Then I’m going to stop at a pet store and get licked by puppies.
3;15;Leonard; Sheldon, I need to talk to you.
3;15;Sheldon; All right, my friend. Would you like some cholermus?
3;15;Leonard; Some what?
3;15;Sheldon; Cholermus. It’s a traditional Swiss breakfast dish. I’m preparing my gastrointestinal system for the exotic cuisine of Switzerland.
3;15;Leonard; You’re not going to Switzerland!
3;15;Sheldon; Oh, but I am. Didn’t Penny tell you the good news?
3;15;Leonard; She told me that you went behind my back to guilt her into letting you go instead of her.
3;15;Sheldon; Yes, that good news.
3;15;Leonard; Well, forget it. I was the one who was invited, I get to decide who goes with me, and it’s Penny, not you!
3;15;Sheldon; Howard, could you lower the lights? I have a short PowerPoint presentation.
3;15;Leonard; I don’t need to see your presentation. This discussion is over!
3;15;Sheldon; That’s a somewhat ambiguous response. Am I going or not?
3;15;Leonard; Sheldon, at this point, I would go by myself before I would take you.
3;15;Sheldon; Really?
3;15;Leonard; Yeah, really.
3;15;Sheldon; Well then, you leave me no alternative. From this moment forward, we can be roommates, but we will no longer be friends.
3;15;Leonard; I’m sorry you feel that way.
3;15;Sheldon; I don’t think you’re fully aware of the ramifications here, Leonard.
3;15;Leonard; Why don’t you enlighten me?
3;15;Sheldon; With the friendship clause of our roommate agreement nullified you are no longer entitled to accompany me to go swimming at Bill Gates’ house should I be invited.
3;15;Howard; Ooh, that’s gotta sting.
3;15;Scene; Penny’s bedroom.
3;15;Leonard; Just think, this time tomorrow we’ll be in Geneva, Switzerland for our first Valentine’s Day.
3;15;Penny; I know! I went shopping today and bought special undies for the occasion.
3;15;Leonard; Thermal? ‘Cause it’s gonna be cold.
3;15;Penny; Think it through, Leonard.
3;15;Leonard; Oh!
3;15;Penny; Oh!
3;15;Leonard; Gesundheit. Or as they say in Switzerland, gesundheit. You getting a cold?
3;15;Penny; No, no, it’s probably just allergies.
3;15;Leonard; Do you want an allergy pill? ‘Cause I have ’em all. Prescription, nonprescription, foreign, domestic, experimental.
3;15;Penny; Do any of them work?
3;15;Leonard; Not really, I’m just an enthusiast.
3;15;Leonard; Penny? You okay?
3;15;Penny; Did that sound okay to you? Do not come in here!
3;15;Leonard; What’s going on?
3;15;Penny; I’m having a tea party. What do you think’s going on? I think I might have the flu. Or the plague.
3;15;Leonard; Well, our plane leaves at 9 a.m. Do you think you’ll feel better by then?
3;15;Penny; Yep. ‘Cause I’m gonna be dead.
3;15;Scene; Outside Sheldon’s bedroom.
3;15;Leonard; Hey, Sheldon? Listen, Penny is pretty sick and she’s not going to be able to go to Switzerland. So if you’re still interested, you’re welcome to come. (Sound of Sheldon vomiting in the bathroom)
3;15;Sheldon; Great. I’ll start packing. In a minute. (Vomits again) Oh, look, it’s the cholermus.
3;15;Scene; The apartment.
3;15;Penny; Here’s your soup.
3;15;Sheldon; Chicken?
3;15;Penny; Yes.
3;15;Sheldon; With the little stars?
3;15;Penny; Yes.
3;15;Sheldon; Heated to 180 degrees?
3;15;Penny; Why don’t I pour it in your lap, and you can tell me.
3;15;Sheldon; You don’t have to be mean. I’m sick.
3;15;Penny; Yeah, well, I’m sick, too.
3;15;Sheldon; Not my problem. I just don’t understand how this happened to me. I’m scrupulous about my hygiene. I regularly disinfect my hands, and I avoid contact with other people on general principle.
3;15;Penny; I don’t know what to tell you, Sheldon.
3;15;Sheldon; It’s you! I touched you!
3;15;Penny; Happy Valentine’s Day.
3;15;Scene; A Swiss hotel room. 
3;15;Raj; Oh, my goodness, look at this room! Champagne! Roses! Oh, and little chocolates! This is going to be the best Valentine’s Day ever.
3;15;Leonard; Yeah, I forgot about all this.
3;15;Raj; But I never will.
3;16;Scene; The comic book store. Raj enters carrying an iPod with a speaker on his tee shirt. As he enters the shop he starts the iPod and the Darth Vader theme from Star Wars emerges from the speaker. 
3;16;Leonard; Will you please turn your shirt off?
3;16;Raj; What? I’m giving myself dramatic entrance music. People will know I’m awesome and to be feared.
3;16;Howard; Yeah, right, there’s nothing more awesome and frightening than a man who’s got music blasting from between his nipples.
3;16;Leonard; Hey, Stuart, what’s going on?
3;16;Stuart; Well, you might want to mark your Google calendars. Stan Lee is coming to do a signing on Thursday.
3;16;Sheldon; Did he finally write a sequel to his autobiography? I’m sure ages 79 through 87 were just action-packed.
3;16;Stuart; No, just a regular comic signing. My uncle is his dermatologist and Stan’s doing him a favour.
